,ACN,AMAT,BBY,BLL,CME,CRM,CSCO,DIS,EA,EQR,EXR,HAS,HD,HPQ,ILMN,INTC,IRM,JNPR,KSS,LOW,MSFT,NKE,NVDA,PAYX,PLD,SNPS,STX,TJX,TSCO,VTR,WDC,WELL,WM
2010-11-16 00:00:00-05:00,43.94,12.46,42.77,3.76,57.336,6.935,19.44,36.91,15.39,31.67,15.55,45.93,31.71,41.78,56.95,21.07,22.0,33.67,50.61,21.55,25.79,20.125,12.71,27.61,27.77,24.74,13.85,11.263,20.225,50.78,31.62,45.38,27.14
2010-11-17 00:00:00-05:00,44.14,12.38,42.87,16.105,58.266,27.54,19.4,33.33,15.42,48.3,15.64,46.4,30.83,40.97,57.92,21.07,21.92,33.11,52.85,21.51,25.59,20.35,12.91,27.81,28.36,24.69,13.94,11.35,20.34,51.19,31.38,45.48,27.14
2010-11-18 00:00:00-05:00,44.34,12.65,43.06,16.353,58.958,28.945,19.6,33.66,15.54,49.26,15.72,47.22,30.85,41.66,58.76,21.02,22.22,34.39,53.63,21.62,25.83,20.603,13.31,28.17,28.67,25.23,14.22,11.47,20.45,51.27,32.32,45.43,27.43
2010-11-19 00:00:00-05:00,44.22,12.53,43.53,16.355,59.092,8.558,19.62,33.15,15.35,33.37,15.67,47.76,31.2,42.48,59.91,21.13,22.37,34.7399,55.0,22.09,25.7,21.435,13.76,28.36,29.27,25.04,14.93,11.525,20.755,51.46,33.99,45.86,27.44
2010-11-22 00:00:00-05:00,43.95,12.53,44.85,16.43,57.562,8.748,19.56,36.94,15.41,33.43,15.8,47.24,31.1,43.24,60.87,21.27,22.27,34.58,55.38,22.31,25.74,21.483,13.77,28.5,29.15,25.37,14.33,11.573,20.98,51.75,33.73,45.92,27.39
2010-11-23 00:00:00-05:00,43.74,12.41,44.14,16.07,56.252,35.625,19.199,32.35,14.85,49.65,15.65,47.19,30.9,44.2,60.2,21.09,22.16,33.49,55.81,22.08,25.12,21.32,13.44,28.2,28.94,25.07,13.81,11.463,20.935,51.24,32.98,45.56,27.17
2010-11-24 00:00:00-05:00,44.22,12.59,44.78,16.375,57.8,36.305,19.46,36.88,14.98,50.27,16.31,47.57,31.17,43.75,61.21,21.39,22.77,34.51,57.54,22.64,25.37,21.635,13.76,28.79,29.76,25.68,14.07,11.625,21.195,52.2,33.89,46.3,27.5
2010-11-26 00:00:00-05:00,43.85,12.53,44.76,3.783,57.952,36.48,19.53,36.7,14.82,50.0,16.28,47.7,31.01,43.2,60.99,21.33,22.61,34.14,57.28,22.25,25.35,21.498,13.64,28.68,29.76,25.69,13.89,11.578,21.145,51.88,33.77,46.12,27.21
2010-11-29 00:00:00-05:00,43.9,12.52,43.43,16.135,8.038,8.995,19.45,32.62,15.01,49.99,16.21,47.03,30.7,42.6,60.64,21.33,22.58,33.95,56.48,22.36,25.31,21.293,13.76,28.7,29.48,25.8,13.87,11.32,21.0,51.71,33.72,46.35,27.06
2010-11-30 00:00:00-05:00,43.33,12.43,42.72,3.847,57.55,35.048,19.17,36.51,14.875,49.98,16.03,47.66,30.21,41.96,60.12,21.12,22.2,34.02,56.45,22.69,25.23,21.533,13.61,28.55,29.19,25.69,13.41,11.393,21.24,51.22,33.51,46.3,26.93
2010-12-01 00:00:00-05:00,43.99,12.76,42.45,16.985,60.008,8.995,19.32,37.12,15.01,50.63,16.37,47.78,31.62,42.57,61.79,21.49,22.83,34.81,55.99,23.76,26.05,21.898,14.19,29.3,29.66,26.53,13.88,11.393,21.905,50.62,34.17,45.47,27.16
2010-12-02 00:00:00-05:00,44.29,12.91,43.54,17.268,62.506,8.943,19.22,37.35,15.08,51.64,16.58,49.01,33.37,43.11,62.18,21.7,23.46,34.99,55.01,24.93,26.9,21.96,14.39,29.6,30.48,25.87,14.53,11.128,22.72,50.66,34.63,46.08,27.5
2010-12-03 00:00:00-05:00,44.2,13.05,42.83,4.021,62.2,35.685,19.06,37.58,15.18,51.99,16.56,49.37,33.48,43.03,62.88,21.69,23.35,34.33,54.98,24.86,27.02,21.878,14.78,29.66,30.75,26.25,14.97,11.32,22.99,50.48,34.68,45.77,27.36
2010-12-06 00:00:00-05:00,44.3,13.01,42.6,3.969,8.796,36.288,19.41,33.64,15.405,34.67,16.76,49.28,33.33,42.86,62.9,21.7075,23.13,34.12,54.99,24.84,26.84,21.938,14.5,29.49,31.32,26.35,14.85,11.248,23.01,50.42,34.42,45.66,27.27
2010-12-07 00:00:00-05:00,44.99,12.99,41.58,3.97,62.8,9.078,19.39,37.33,15.5,52.04,17.24,49.72,33.57,42.15,62.18,21.58,23.27,34.1,54.56,25.13,26.88,21.793,14.98,30.14,31.51,26.45,15.16,11.213,23.185,50.9,35.07,45.76,34.77
2010-12-08 00:00:00-05:00,44.99,13.035,41.64,3.932,64.244,37.613,19.35,36.98,15.75,34.29,17.08,49.44,34.03,42.66,62.1,21.82,23.27,34.95,54.38,25.66,27.23,21.828,15.11,30.5,31.22,26.59,15.07,11.173,23.09,49.96,35.02,45.33,34.89
2010-12-09 00:00:00-05:00,44.59,13.271,42.01,16.945,64.356,37.133,19.7,36.76,15.75,51.16,17.09,49.4,34.33,42.55,62.95,21.8,23.34,35.76,54.2,25.18,27.09,21.868,14.86,30.04,31.4,26.57,15.14,11.235,23.41,49.34,35.1,45.19,35.35
2010-12-10 00:00:00-05:00,45.67,13.35,41.77,16.998,64.33,37.16,19.71,36.65,15.81,34.48,17.29,49.6399,34.39,42.62,63.14,21.91,23.41,35.88,53.66,25.22,27.34,21.948,14.95,30.34,31.76,26.76,15.25,11.275,23.835,49.942,35.65,45.5,35.85
2010-12-13 00:00:00-05:00,45.91,13.21,41.71,3.986,9.106,9.0,19.58,33.62,15.76,34.25,17.45,48.44,34.57,41.62,64.71,21.5,24.26,36.17,53.39,25.01,27.23,22.293,14.6,30.5,31.82,26.71,15.0,11.03,23.79,50.38,35.52,45.52,36.19
2010-12-14 00:00:00-05:00,46.58,13.31,35.6353,17.26,64.65,8.523,19.55,37.26,15.8,50.52,17.07,48.7899,34.72,41.55,65.51,21.47,24.75,35.75,53.59,25.11,27.63,22.323,14.6,30.55,30.98,26.87,14.71,11.118,23.9,49.34,34.62,44.77,36.36
2010-12-15 00:00:00-05:00,46.1,13.21,34.5,3.993,63.68,33.94,19.47,36.97,15.71,49.98,16.87,48.67,34.8,41.26,64.32,21.29,24.57,35.94,53.69,25.18,27.86,22.16,14.27,30.26,30.42,26.79,14.51,10.968,23.76,48.88,33.17,44.26,36.17
2010-12-16 00:00:00-05:00,46.7,13.38,34.59,4.016,9.09,8.6,19.74,37.01,15.875,33.41,17.01,49.26,35.12,41.95,63.26,21.3,25.27,36.71,54.19,25.45,27.97,22.3,14.289,30.78,30.47,26.99,14.6,10.955,24.26,49.01,33.06,44.37,36.26
2010-12-17 00:00:00-05:00,50.29,13.61,34.3,17.12,63.762,8.533,19.525,37.07,15.915,33.63,17.02,49.4,35.11,41.98,63.76,21.45,25.31,36.52,53.81,25.17,27.75,22.51,14.38,31.02,30.65,27.12,14.7,10.86,24.215,49.66,32.99,45.15,36.28
2010-12-20 00:00:00-05:00,48.7,13.61,33.98,3.995,9.076,33.55,19.62,37.07,15.85,50.72,17.19,49.32,35.21,41.9,64.57,21.23,25.27,37.0,54.29,25.57,27.81,22.58,14.32,30.69,31.34,27.11,14.69,10.975,24.2,50.29,33.1,45.66,36.3
2010-12-21 00:00:00-05:00,48.73,13.91,33.47,4.046,65.216,34.778,19.53,33.8,15.93,51.04,17.43,49.27,35.09,41.91,64.29,21.09,25.14,37.61,54.11,25.69,28.07,23.084,14.87,30.67,31.54,27.23,14.77,11.055,24.08,50.99,33.5,46.68,36.4
2010-12-22 00:00:00-05:00,48.67,14.01,33.54,17.413,9.228,33.905,19.565,37.96,15.98,51.49,17.51,49.62,35.16,41.51,63.99,20.89,25.06,37.88,53.79,25.68,28.18,21.75,15.03,31.05,31.56,27.25,14.85,11.083,24.095,51.81,33.8,47.2,36.49
2010-12-23 00:00:00-05:00,48.36,14.0,34.35,4.042,64.858,8.46,19.7,37.7199,15.94,34.65,17.36,48.55,35.0799,41.7401,63.6,20.83,24.95,37.0,53.7,25.52,28.31,21.503,14.91,30.81,31.13,27.24,14.8,11.13,24.2,51.94,33.85,47.21,36.49
2010-12-27 00:00:00-05:00,48.26,14.08,34.23,17.32,9.206,8.383,20.17,37.48,16.155,52.12,17.44,48.5,35.25,41.82,63.95,20.84,25.02,37.09,53.66,25.49,28.07,21.463,15.0,30.71,31.56,27.21,15.03,11.083,24.23,52.22,33.83,47.4,36.61
2010-12-28 00:00:00-05:00,48.03,14.1,34.08,17.37,9.15,33.325,20.35,33.83,16.135,51.94,17.56,47.38,35.11,42.26,63.59,20.89,25.01,37.03,54.12,25.16,28.02,21.588,14.93,30.82,31.4,27.12,15.23,11.1,24.14,52.74,33.87,47.53,36.66
2010-12-29 00:00:00-05:00,48.63,14.12,34.3,4.048,64.908,33.223,20.26,37.61,16.545,52.24,17.58,48.25,34.9001,42.33,64.01,20.95,25.05,36.93,54.3,25.03,27.97,21.318,14.93,30.9,31.48,27.0875,15.07,11.16,24.195,52.61,33.67,47.51,36.8
2010-12-30 00:00:00-05:00,48.42,14.13,34.31,4.029,9.088,33.07,20.24,37.48,16.62,52.29,17.55,48.29,34.87,42.27,64.0,21.02,25.0,37.18,54.58,25.0,27.865,21.445,15.0,30.98,31.63,27.08,14.99,11.185,24.47,52.85,33.67,47.64,36.82
2010-12-31 00:00:00-05:00,48.48,14.04,34.3,3.974,64.35,8.255,20.23,37.53,16.38,35.06,17.41,47.19,35.06,42.11,63.34,21.05,25.0,36.93,54.34,25.1,27.91,21.37,15.42,30.91,31.71,26.91,15.03,11.1,24.25,52.47,33.91,47.66,36.87
2011-01-03 00:00:00-05:00,48.58,14.05,34.47,17.215,63.288,8.533,20.49,37.82,16.38,52.5,17.87,46.6,35.3,42.73,64.34,20.85,24.87,37.25,54.26,25.15,27.97,21.52,15.83,31.38,32.31,26.99,14.95,10.95,24.595,53.81,34.16,48.43,36.82
2011-01-04 00:00:00-05:00,48.28,13.97,35.04,4.067,63.396,8.475,20.53,38.99,16.375,51.23,17.69,45.99,34.67,43.63,64.23,21.14,24.52,37.14,54.35,24.54,28.05,20.98,15.77,30.74,32.25,26.82,14.79,10.898,23.67,53.21,32.98,47.77,36.59
2011-01-05 00:00:00-05:00,48.27,13.76,35.71,4.098,62.25,35.543,20.77,36.18,16.28,51.17,17.73,46.26,34.55,44.22,66.0,20.94,24.79,37.87,53.9,24.67,28.0,21.125,16.99,31.54,32.8,26.77,14.7,10.753,23.9,52.81,32.82,47.82,36.58
2011-01-06 00:00:00-05:00,48.47,13.89,35.27,4.126,62.728,35.823,20.95,35.9,16.23,50.57,17.52,46.07,34.41,44.89,67.0,20.7775,24.74,38.22,52.24,24.14,28.81,20.94,19.34,31.87,32.74,26.68,14.74,11.378,23.495,52.72,33.0,47.71,36.41
2011-01-07 00:00:00-05:00,48.51,13.97,35.35,4.093,61.6,8.888,20.98,39.45,16.06,50.4,17.64,46.05,34.37,45.1,65.66,20.65,24.72,37.56,51.96,24.0,28.59,20.885,19.9,31.86,32.5,26.73,14.47,11.408,23.54,52.42,33.02,47.3601,36.21
2011-01-10 00:00:00-05:00,48.12,13.77,35.9,4.016,62.862,8.913,20.78,35.76,16.01,50.26,17.88,45.98,34.4,44.87,65.96,20.69,24.77,37.6,52.33,24.31,28.21,21.043,20.63,31.98,32.69,26.78,14.31,11.398,23.9,52.02,32.81,47.37,36.15
2011-01-11 00:00:00-05:00,48.73,14.08,35.68,4.048,8.772,8.82,20.88,35.67,15.997,49.9,17.88,45.99,34.86,45.44,67.34,21.05,24.64,37.83,52.29,24.4,28.11,20.995,20.3,31.99,32.43,26.55,14.12,11.413,23.47,51.79,32.57,47.26,36.04
2011-01-12 00:00:00-05:00,49.91,14.25,35.67,4.09,62.986,35.398,21.11,39.18,16.03,50.1,18.01,45.04,34.82,45.65,66.95,21.31,24.93,38.34,51.67,24.43,28.55,20.938,23.3451,32.26,32.46,26.65,14.19,11.465,23.51,52.5,32.94,47.0,36.36
